Link,Name,Birth Year,Occupation,Country,
http://dbpedia.org/resource/Cade_Courtley,Cade Courtley,1969,http://dbpedia.org/resource/Cade_Courtley__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cade_Foehner,Cade Foehner,1996,http://dbpedia.org/resource/Cade_Foehner__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caesar_Cardini,Caesar Cardini,1896,http://dbpedia.org/resource/Caesar_Cardini__PersonFunction__1,http://dbpedia.org/resource/Italy,
http://dbpedia.org/resource/Caesar_Cardini,Caesar Cardini,1896,http://dbpedia.org/resource/Chef,http://dbpedia.org/resource/Italy,
http://dbpedia.org/resource/Caesar_Wu,Wu Xi Ze,1996,http://dbpedia.org/resource/Caesar_Wu__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Caesar_Wu,Wu Xi Ze,1996,http://dbpedia.org/resource/Actor,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Caesar_Wu,Wu Xi Ze,1996,http://dbpedia.org/resource/Model_(person),http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Caetano_Veloso,Caetano Veloso,1942,http://dbpedia.org/resource/Caetano_Veloso__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caetano_da_Costa_Alegre,Caetano da Costa Alegre,1864,http://dbpedia.org/resource/List_of_poets,http://dbpedia.org/resource/São_Tomé_and_Príncipe,
http://dbpedia.org/resource/Caetano_da_Costa_Alegre,Caetano da Costa Alegre,1864,http://dbpedia.org/resource/Caetano_da_Costa_Alegre__PersonFunction__1,http://dbpedia.org/resource/São_Tomé_and_Príncipe,
http://dbpedia.org/resource/Cahide_Sonku,Cahide Sonku,1919,http://dbpedia.org/resource/Cahide_Sonku__PersonFunction__1,http://dbpedia.org/resource/Yemen,
http://dbpedia.org/resource/Cahide_Sonku,Cahide Sonku,1919,http://dbpedia.org/resource/Film_director,http://dbpedia.org/resource/Yemen,
http://dbpedia.org/resource/Cahir_Healy,Cahir Healy,1877,http://dbpedia.org/resource/Cahir_Healy__PersonFunction__1,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Cahir_Healy,Cahir Healy,1877,http://dbpedia.org/resource/Politician,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Cahir_Healy,Cahir Healy,1877,http://dbpedia.org/resource/Cahir_Healy__PersonFunction__1,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Cahir_Healy,Cahir Healy,1877,http://dbpedia.org/resource/Politician,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Cahit_Irgat,Cahit Irgat,1915,http://dbpedia.org/resource/Cahit_Irgat__PersonFunction__1,http://dbpedia.org/resource/Turkey,
http://dbpedia.org/resource/Cai_Lun,Cai Lun,50,http://dbpedia.org/resource/Cai_Lun__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Lun,Cai Lun,50,http://dbpedia.org/resource/Eunuch,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Weilian,Cai Weilian,1904,http://dbpedia.org/resource/Cai_Weilian__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Weilian,Cai Weilian,1904,http://dbpedia.org/resource/Cai_Weilian__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Xukun,Cai Xukun,1998,http://dbpedia.org/resource/Cai_Xukun__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Xukun,Cai Xukun,1998,http://dbpedia.org/resource/Cai_Xukun__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cai_Yan,Cai Yan,170,http://dbpedia.org/resource/Cai_Yan__PersonFunction__1,http://dbpedia.org/resource/People's_Republic_of_China,
http://dbpedia.org/resource/Cai_Yan,Cai Yan,170,http://dbpedia.org/resource/Cai_Yan__PersonFunction__1,http://dbpedia.org/resource/China,
http://dbpedia.org/resource/Cailee_Spaeny,Cailee Spaeny,1998,http://dbpedia.org/resource/Cailee_Spaeny__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caio_Blat,Caio Blat,1980,http://dbpedia.org/resource/Caio_Blat__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_Castro,Caio Castro,1989,http://dbpedia.org/resource/Caio_Castro__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_Castro,Caio Castro,1989,http://dbpedia.org/resource/Auto_racing,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_Castro,Caio Castro,1989,http://dbpedia.org/resource/Caio_Castro__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_Castro,Caio Castro,1989,http://dbpedia.org/resource/Auto_racing,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_César,Caio César,1988,http://dbpedia.org/resource/Caio_César__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_César,Caio César,1988,http://dbpedia.org/resource/Actor,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_César,Caio César,1988,http://dbpedia.org/resource/Police_officer,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caio_Koch-Weser,Caio Koch-Weser,1944,http://dbpedia.org/resource/Caio_Koch-Weser__PersonFunction__1,http://dbpedia.org/resource/Brazil,
http://dbpedia.org/resource/Caisar_Putra_Aditya,Caisar Putra Aditya,1989,http://dbpedia.org/resource/Caisar_Putra_Aditya__PersonFunction__1,http://dbpedia.org/resource/Indonesia,
http://dbpedia.org/resource/Cait_Fairbanks,Cait Fairbanks,1993,http://dbpedia.org/resource/Cait_Fairbanks__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Blackwood,Caitlin Blackwood,2000,http://dbpedia.org/resource/Caitlin_Blackwood__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caitlin_Blackwood,Caitlin Blackwood,2000,http://dbpedia.org/resource/Caitlin_Blackwood__PersonFunction__1,http://dbpedia.org/resource/Northern_Ireland,
http://dbpedia.org/resource/Caitlin_FitzGerald,Caitlin FitzGerald,1983,http://dbpedia.org/resource/Caitlin_FitzGerald__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Gerard,Caitlin Gerard,1988,http://dbpedia.org/resource/Caitlin_Gerard__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Hale,Caitlin Hale,1991,http://dbpedia.org/resource/Caitlin_Hale__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Kinnunen,Caitlin Kinnunen,1991,http://dbpedia.org/resource/Caitlin_Kinnunen__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_McCarthy,Caitlin McCarthy,1989,http://dbpedia.org/resource/Caitlin_McCarthy__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_McGee,Caitlin McGee,1988,http://dbpedia.org/resource/Caitlin_McGee__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Moran,Caitlin Moran,1975,http://dbpedia.org/resource/Caitlin_Moran__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caitlin_O'Connor,Caitlin O'Connor,1990,http://dbpedia.org/resource/Caitlin_O'Connor__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_O'Connor,Caitlin O'Connor,1990,http://dbpedia.org/resource/Caitlin_O'Connor__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_O'Heaney,Caitlin O'Heaney,1952,http://dbpedia.org/resource/Caitlin_O'Heaney__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_O'Heaney,Caitlin O'Heaney,1952,http://dbpedia.org/resource/Caitlin_O'Heaney__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Stasey,Caitlin Stasey,1990,http://dbpedia.org/resource/Caitlin_Stasey__PersonFunction__1,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Caitlin_Van_Zandt,Caitlin Van Zandt,1985,http://dbpedia.org/resource/Caitlin_Van_Zandt__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Van_Zandt,Caitlin Van Zandt,1985,http://dbpedia.org/resource/Actor,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Van_Zandt,Caitlin Van Zandt,1985,http://dbpedia.org/resource/Caitlin_Van_Zandt__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlin_Van_Zandt,Caitlin Van Zandt,1985,http://dbpedia.org/resource/Actor,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitriona_Reed,Caitriona Reed,1949,http://dbpedia.org/resource/Caitriona_Reed__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitriona_Reed,Caitriona Reed,1949,http://dbpedia.org/resource/Caitriona_Reed__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitríona_Balfe,Caitríona Balfe,1979,http://dbpedia.org/resource/Caitríona_Balfe__PersonFunction__1,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Caity_Lotz,Caity Lotz,1986,http://dbpedia.org/resource/Martial_artist,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caity_Lotz,Caity Lotz,1986,http://dbpedia.org/resource/Caity_Lotz__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caity_Lotz,Caity Lotz,1986,http://dbpedia.org/resource/Martial_artist,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caity_Lotz,Caity Lotz,1986,http://dbpedia.org/resource/Caity_Lotz__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caja_Heimann,Caja Heimann,1918,http://dbpedia.org/resource/Caja_Heimann__PersonFunction__1,http://dbpedia.org/resource/Denmark,
http://dbpedia.org/resource/Cajetan_J._B._Baumann,"Cajetan J. B. Baumann, O.F.M.",1899,http://dbpedia.org/resource/Cajetan_J._B._Baumann__PersonFunction__1,http://dbpedia.org/resource/http://dbpedia.org/resource/Germany,
http://dbpedia.org/resource/Cal_Dodd,Cal Dodd,1956,http://dbpedia.org/resource/Cal_Dodd__PersonFunction__1,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Cal_Johnson_(businessman),Cal Johnson,1844,http://dbpedia.org/resource/Cal_Johnson_(businessman)__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_Laning,Caleb Barrett Laning,1906,http://dbpedia.org/resource/Cal_Laning__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_Lepore,Cal Lepore,1919,http://dbpedia.org/resource/Cal_Lepore__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_Lepore,Cal Lepore,1919,http://dbpedia.org/resource/Official_(gridiron_football),http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_MacAninch,Cal MacAninch,1963,http://dbpedia.org/resource/Cal_MacAninch__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cal_MacAninch,Cal MacAninch,1963,http://dbpedia.org/resource/Cal_MacAninch__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cal_McNair,Cal McNair,1961,http://dbpedia.org/resource/Cal_McNair__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_McNair,Cal McNair,1961,http://dbpedia.org/resource/Cal_McNair__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cal_Nichols,Cal Nichols,1942,http://dbpedia.org/resource/Cal_Nichols__PersonFunction__1,http://dbpedia.org/resource/Canada,
http://dbpedia.org/resource/Cala_Cimenti,Cala Cimenti,1975,http://dbpedia.org/resource/Mountaineer,http://dbpedia.org/resource/Italy,
http://dbpedia.org/resource/Cala_Cimenti,Cala Cimenti,1975,http://dbpedia.org/resource/Cala_Cimenti__PersonFunction__1,http://dbpedia.org/resource/Italy,
http://dbpedia.org/resource/Calahan_Skogman,Calahan Skogman,1993,http://dbpedia.org/resource/Calahan_Skogman__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calal_Kengerli,(Jalal Kengerli),1992,http://dbpedia.org/resource/Calal_Kengerli__PersonFunction__1,http://dbpedia.org/resource/Azerbaijan,
http://dbpedia.org/resource/Calal_Kengerli,Cəlal Kəngərli,1992,http://dbpedia.org/resource/Calal_Kengerli__PersonFunction__1,http://dbpedia.org/resource/Azerbaijan,
http://dbpedia.org/resource/Calane_da_Silva,Calane da Silva,1945,http://dbpedia.org/resource/Calane_da_Silva__PersonFunction__1,http://dbpedia.org/resource/Mozambique,
http://dbpedia.org/resource/Caldecot_Chubb,Caldecot Chubb,1950,http://dbpedia.org/resource/Caldecot_Chubb__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caldecot_Chubb,Caldecot Chubb,1950,http://dbpedia.org/resource/Film_producer,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caldecot_Chubb,Caldecot Chubb,1950,http://dbpedia.org/resource/Caldecot_Chubb__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caldecot_Chubb,Caldecot Chubb,1950,http://dbpedia.org/resource/Film_producer,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cale_Young_Rice,Cale Young Rice,1872,http://dbpedia.org/resource/Cale_Young_Rice__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cale_Young_Rice,Cale Young Rice,1872,http://dbpedia.org/resource/Poet,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cale_Young_Rice,Cale Young Rice,1872,http://dbpedia.org/resource/Playwright,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Bonham,Caleb Bonham,1986,http://dbpedia.org/resource/Caleb_Bonham__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Chapman,Caleb Chapman,1973,http://dbpedia.org/resource/Entrepreneur,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Chapman,Caleb Chapman,1973,http://dbpedia.org/resource/Caleb_Chapman__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Chapman,Caleb Chapman,1973,http://dbpedia.org/resource/Executive_Director,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Deschanel,Caleb Deschanel,1944,http://dbpedia.org/resource/Caleb_Deschanel__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Deschanel,Caleb Deschanel,1944,http://dbpedia.org/resource/Cinematographer,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Dorsey,Caleb Dorsey,1825,http://dbpedia.org/resource/Caleb_Dorsey__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Dorsey,Caleb Dorsey,1825,http://dbpedia.org/resource/Caleb_Dorsey__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Femi,Caleb Femi,1990,http://dbpedia.org/resource/Caleb_Femi__PersonFunction__1,http://dbpedia.org/resource/Nigeria,
http://dbpedia.org/resource/Caleb_Gattegno,Caleb Gattegno,1911,http://dbpedia.org/resource/Caleb_Gattegno__PersonFunction__1,http://dbpedia.org/resource/Egypt,
http://dbpedia.org/resource/Caleb_Greenwood,Caleb Greenwood,1783,http://dbpedia.org/resource/Caleb_Greenwood__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Greenwood,Caleb Greenwood,1783,http://dbpedia.org/resource/Fur_trapper,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Hearon,Caleb Hearon,1995,http://dbpedia.org/resource/Caleb_Hearon__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Hunt,Caleb Hunt,1786,http://dbpedia.org/resource/Caleb_Hunt__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Landry_Jones,Caleb Landry Jones,1989,http://dbpedia.org/resource/Caleb_Landry_Jones__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_McLaughlin,Caleb McLaughlin,2001,http://dbpedia.org/resource/Caleb_McLaughlin__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_McLaughlin,Caleb McLaughlin,2001,http://dbpedia.org/resource/Caleb_McLaughlin__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Composer,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Organist,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Caleb_Simper__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Choirmaster,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Composer,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Organist,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Caleb_Simper__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleb_Simper,Caleb Simper,1856,http://dbpedia.org/resource/Choirmaster,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Caleel_Harris,Caleel Harris,2003,http://dbpedia.org/resource/Caleel_Harris__PersonFunction__1,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calisto_Bertramo,Calisto Bertramo,1875,http://dbpedia.org/resource/Calisto_Bertramo__PersonFunction__1,http://dbpedia.org/resource/Italy,
http://dbpedia.org/resource/Calixa_Lavallée,Calixa Lavallée,1842,http://dbpedia.org/resource/Calixa_Lavallée__PersonFunction__1,http://dbpedia.org/resource/Canada,
http://dbpedia.org/resource/Calixto_Bieito,Calixto Bieito,1963,http://dbpedia.org/resource/Calixto_Bieito__PersonFunction__1,http://dbpedia.org/resource/Spain,
http://dbpedia.org/resource/Call_Me_Loop,Call Me Loop,1990,http://dbpedia.org/resource/Call_Me_Loop__PersonFunction__1,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callan_McAuliffe,Callan McAuliffe,1995,http://dbpedia.org/resource/Callan_McAuliffe__PersonFunction__1,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callan_Mulvey,Callan Mulvey,1975,http://dbpedia.org/resource/Callan_Mulvey__PersonFunction__1,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Callan_Pinckney,Callan Pinckney,1939,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caitlín_Ní_Thoirbheird,Caitlín Ní Thoirbheird,1891,,http://dbpedia.org/resource/Republic_of_Ireland,
http://dbpedia.org/resource/Caine_Eckstein,Caine Eckstein,1985,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Calin_Rovinescu,Calin Rovinescu,1955,,http://dbpedia.org/resource/Romania,
http://dbpedia.org/resource/Calista_Vinton,Calista H. Vinton,1807,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Caleb_Whitefoord,Caleb Whitefoord,1734,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calel_Perechodnik,Calel Perechodnik,1916,,http://dbpedia.org/resource/Poland,
http://dbpedia.org/resource/Caesarius_of_Arles,Caesarius of Arles,468,,http://dbpedia.org/resource/France,
http://dbpedia.org/resource/Cain_Hope_Felder,Cain Hope Felder,1943,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cactus_Pete_Piersanti,"""Cactus Pete"" Piersanti",1916,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cady_McClain,Cady McClain,1969,http://dbpedia.org/resource/Cady_McClain__PersonFunction__1,,
http://dbpedia.org/resource/Caetano_Altafin,Caetano Altafin,1983,http://dbpedia.org/resource/Caetano_Altafin__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Chengyu,Cai Chengyu,1998,http://dbpedia.org/resource/Cai_Chengyu__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Chengyu,Cai Chengyu,1998,http://dbpedia.org/resource/Tenor,,
http://dbpedia.org/resource/Cai_Chusheng,Cai Chusheng,1906,http://dbpedia.org/resource/Cai_Chusheng__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Cortez,Cai Cortez,1988,http://dbpedia.org/resource/Cai_Cortez__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Haoyu,Cai Haoyu,1987,http://dbpedia.org/resource/Cai_Haoyu__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Haoyu,Cai Haoyu,1987,http://dbpedia.org/resource/MiHoYo,,
http://dbpedia.org/resource/Cai_Hesen,,1895,http://dbpedia.org/resource/Cai_Hesen__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Hesen,Cai Hesen,1895,http://dbpedia.org/resource/Cai_Hesen__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Ming_(actress),Cai Ming,1961,http://dbpedia.org/resource/Cai_Ming_(actress)__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Shangjun,Cai Shangjun,1967,http://dbpedia.org/resource/Cai_Shangjun__PersonFunction__1,,
http://dbpedia.org/resource/Cai_Wenjing,Cai Wenjing,1990,http://dbpedia.org/resource/Cai_Wenjing__PersonFunction__1,,
http://dbpedia.org/resource/Cain_Devore,Cain Devore,1960,http://dbpedia.org/resource/Cain_Devore__PersonFunction__1,,
http://dbpedia.org/resource/Cainan_Wiebe,Cainan Wiebe,1995,http://dbpedia.org/resource/Cainan_Wiebe__PersonFunction__1,,
http://dbpedia.org/resource/Caio_Horowicz,Caio Horowicz,1996,http://dbpedia.org/resource/Caio_Horowicz__PersonFunction__1,,
http://dbpedia.org/resource/Caio_Paduan,Caio Paduan,1986,http://dbpedia.org/resource/Caio_Paduan__PersonFunction__1,,
http://dbpedia.org/resource/Caissie_Levy,Caissie Levy,1981,http://dbpedia.org/resource/Caissie_Levy__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Carver,Caitlin Carver,1992,http://dbpedia.org/resource/Caitlin_Carver__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Clarke,Caitlin Clarke,1952,http://dbpedia.org/resource/Caitlin_Clarke__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Cronenberg,Caitlin Cronenberg,1984,http://dbpedia.org/resource/Caitlin_Cronenberg__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Doughty,Caitlin Doughty,1984,http://dbpedia.org/resource/Blogger_(person),,
http://dbpedia.org/resource/Caitlin_Doughty,Caitlin Doughty,1984,http://dbpedia.org/resource/Caitlin_Doughty__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Doughty,Caitlin Doughty,1984,http://dbpedia.org/resource/Mortician,,
http://dbpedia.org/resource/Caitlin_Doughty,Caitlin Doughty,1984,http://dbpedia.org/resource/YouTube_personality,,
http://dbpedia.org/resource/Caitlin_EJ_Meyer,Caitlin Meyer,1992,http://dbpedia.org/resource/Caitlin_EJ_Meyer__PersonFunction__1,,
http://dbpedia.org/resource/Caitlin_Fang,Caitlin Fang,2006,http://dbpedia.org/resource/Caitlin_Fang__PersonFunction__1,,
